Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,CN,,,30,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,JP,CN,16,16,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,JP,,4,4,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,SG,ID,2913,6035,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,CN,,300,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,CN,,120,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,CN,0.13504,,specimens,l,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,CN,347.7,482.94,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,CN,10293,846,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,CN,216,121,specimens,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,CN,,6208,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,ID,70,70,specimens,ml,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,ID,256,,specimens,,M,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,IL,0.208,,specimens,l,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,IL,,208,specimens,ml,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,KH,4,4,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,KH,70,70,specimens,ml,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,KH,56,56,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,MU,,165,extract,,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,MU,56,56,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,MU,2614,,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,MU,165,1159,specimens,,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,PH,87,,specimens,,M,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,VN,,300,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,VN,,120,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,VN,20.75,12,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,VN,,8.75,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,VN,1,1,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DE,US,,10,11,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DK,CH,,2,2,live,,Z,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DK,CN,,2,2,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DK,PH,,,2813,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DK,US,CN,,20,specimens,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DK,US,ID,,154,specimens,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DK,US,VN,,59,specimens,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,DK,US,,750,1500,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,EC,US,CN,,2,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,EG,US,CN,,15,derivatives,,M,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,EG,US,CN,,10,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,EG,US,CN,,13,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,EG,US,VN,,15,derivatives,,M,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,EG,US,VN,,10,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,EG,US,VN,,12,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ES,MU,,1424,1109,live,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ES,US,CN,,2,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ES,US,CN,150,350,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ES,US,VN,,2,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ES,US,VN,150,350,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CA,CN,200,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CA,CN,1391,,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CA,FR,,200,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CA,ID,49,,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CA,,80,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,CN,,6,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,MU,1795,1795,specimens,g,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,MU,241500,322000,specimens,mg,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,MU,40,,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,PH,6,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,PH,,37,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,PH,,3,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,PH,,4,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,VN,53,241,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CH,VN,17,,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CN,,56,204,live,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CN,,2016,,specimens,g,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CN,,4,,specimens,kg,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CN,,150,150,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CN,,,32,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,CN,,,14,specimens,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,FR,,200,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,IL,,28,28,live,,S,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,JP,,2,2,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,JP,,2,2,specimens,,T,O
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,MU,,1024,432,live,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,MU,,63,32,live,,M,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,MU,,,92,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,PH,,283,327,live,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,PH,,,44,live,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,PH,,425,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,PH,,,575,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,,394,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,,450,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,5,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,472,,specimens,g,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,,472,specimens,g,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,132,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,,2.5,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,,14,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,6993,475,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,132,,specimens,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,CN,,6680,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,ID,,2.5,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,ID,,2.75,specimens,ml,S,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,MU,,2.5,specimens,ml,S,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,MU,,7,specimens,ml,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,MU,,7,specimens,ml,T,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,PH,,1.75,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,PH,,7.7,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,VN,,394,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,VN,,390,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,VN,53.25,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,VN,95,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,VN,,1.75,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,VN,,7,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,VN,475,475,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,VN,,236,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,,935,,specimens,mg,S,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,,7,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,,,7.7,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,,788,,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,US,,80,,specimens,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,VN,,180,,live,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,FR,VN,,276,420,live,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CA,CN,474.5,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CA,MU,172,,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CH,CN,103.5,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CH,CN,30,99,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CH,FR,,23,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CH,MU,,8,specimens,g,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CH,MU,4,,specimens,kg,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CH,MU,101,2762,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CH,VN,3807,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CH,VN,,2538,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CN,,148,,live,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CN,,70,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CN,,,1070,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CN,,165,,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,CN,,,169,specimens,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,JP,CN,67.4,,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,JP,CN,,67.4,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,JP,CN,92,,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,JP,CN,,60,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,MU,,128,156,live,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,MU,,869,821,live,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,MU,,460,860,specimens,ml,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,MU,,100,,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,SG,ID,64746.11,,specimens,ml,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,SG,ID,697,11693,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,SG,ID,,5017,specimens,,S,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,SG,MU,190,190,specimens,,M,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,CN,,2,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,CN,191.30,10.5,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,CN,,126,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,CN,,1460,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,ID,46.4,8,specimens,ml,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,ID,,32,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,JP,,2,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,MU,830,,specimens,ml,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,MU,255,117,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,MU,,225,specimens,,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,VN,,1,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,VN,914.5,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,VN,7,471,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,VN,,12,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,,11004.6,13000.8,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,US,,,3,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,VN,,240,,live,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GB,VN,,,400,live,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GT,US,CN,,8,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,GT,US,VN,,8,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HK,SG,ID,,2,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HK,SG,ID,,3,specimens,,S,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HK,SG,MU,,2,specimens,,M,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HK,SG,MU,,3,specimens,,S,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HK,SG,XV,10,,specimens,,T,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HK,US,CN,,26,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HK,US,MU,5,,specimens,,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HK,US,VN,,25,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HN,US,MU,,1,extract,,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HN,US,MU,,2,extract,,T,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HR,BE,CN,5,5,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HR,GB,US,100,100,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HU,US,CN,,21,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HU,US,CN,21,,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HU,US,,,850,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,HU,US,,50,,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ID,US,CN,,8,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ID,US,MU,,28,extract,,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,ID,US,VN,,8,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IE,CN,,,1320,specimens,g,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IE,CN,,,495.7,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IE,US,CN,,1,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IE,US,VN,,1,derivatives,,T,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,CN,,,39,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,CN,,,7,specimens,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,CN,,4,,specimens,,,
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,DK,,,6,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,DK,,6,,specimens,,,
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,FR,MU,,22320,specimens,g,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,US,CN,,1,derivatives,,M,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,US,CN,,875.5,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,US,,,300,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,US,,2110.5,,specimens,ml,,
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IL,US,,440,,specimens,,,
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,CA,CN,,48.6,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,CA,CN,,45,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,SG,ID,,485,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,SG,ID,,337,specimens,,S,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,CN,,71,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,CN,,43.1,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,CN,,14,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,ID,,41.6,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,ID,,42.85,specimens,ml,S,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,ID,,13,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,ID,,14,specimens,ml,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,MU,,150,extract,,T,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,MU,,42.1,specimens,ml,S,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,MU,,13,specimens,ml,T,W
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,PH,,41.68,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,PH,,15,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,VN,,69,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,VN,,40.68,specimens,ml,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,VN,,15,specimens,ml,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,VN,,5265,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IN,US,,,424,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IT,CN,,184,208,live,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IT,US,CN,,625,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IT,US,CN,,72,specimens,ml,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IT,US,CN,677,150,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IT,US,VN,,625,derivatives,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,IT,US,VN,625,150,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JO,US,CN,,17,derivatives,,M,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JO,US,VN,,15,derivatives,,M,U
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CA,CL,355.68,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CA,CL,1500,,specimens,,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CA,CN,1643.64,,specimens,g,M,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CH,MU,342,,specimens,,M,F
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CN,,104,104,live,,S,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CN,,2273,2288,live,,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CN,,2505,270,specimens,g,T,C
2011,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,JP,CN,,880,1320,specimens,ml,E,C
